"ID";"Reisender";"Titel";"Standort";"Stand";"Original";"Bearbeitungsvermerk";"Reisezeit";"KA";"KE";"Koordinaten";"Band"
2838;Pouqueville, Francois Charles Hugues Laurent;"Pouqueville, Francois Charles Hugues Laurent: Reise durch Griechenland, enthaltend die ältere und neuere Beschreibung von Epirus, vom griech. Illyrien, dem cisaxischen Macedonien, einem Theil von Triballien, Thessalien, Acarnanien,... Aetolien, w. Lokris, Doris u. d. Peloponnesus... ; übers. u. mit Anm. hrsg. v. F. C. L. Sickler, Bd. II, 1, 
Meiningen 1825, 411p. 
";Kopie HiLanG;2;3;0;;32;67;;5
2839;Ross, Ludwig;Ross, Ludwig: Archäologische Aufsätze. 2 Bde. Leipzig 1855 u. 1861.  286 u. 690p. ;UB MS 1B340;2;1;0;;255;0;;7
2840;Ross, Ludwig;Ross, Ludwig: Archäologische Aufsätze. Bd 1. Leipzig 1855, 286 p. ;UB MS 1B340;2;1;0;;58;67;;0
2841;Ross, Ludwig;Ross, Ludwig: Archäologische Aufsätze. Bd. 2. Leipzig 1861, 690 p. ;UB MS 1B340;2;1;0;;45;85;;6
2842;Ross, Ludwig;Ross, Ludwig: Reisen auf den griechischen Inseln des ägäischen Meeres. Bd. 1. Stuttgart u. Tübingen 1840, mit 2 Kupfern, 208 p. ;MS Arch. S. VIII 164;2;1;0;;61;78;;1
2843;Ross, Ludwig;Ross, Ludwig: Reisen auf den griechischen Inseln des ägäischen Meeres. Bd. 2. Stuttgart u. Tübingen 1843, 195 p. ;MS Arch. S. VIII 164;2;1;0;;58;74;;2
2844;Beaufort, Francis;"Beaufort, Francis: Caramanie ou Courte description de la côte méridionale de l'Asie-Mineure et des vestes d'antiquités qui s'y trouvent. 
In: Nouvelle Annales des voyage, de la géographie et l'histoire.  Tome V, Paris 1820, 5-133. ";MS UB ZE 2184-5;2;3;0;;68;99;;0
2845;Bosset, Charles Philippe de;"Bosset, Charles Philippe de: Notice géographique et historique sur Parga. 
In: Nouvelles annales des voyage, de la géographique et l'histoire,  Tome III, Paris 1819. 
";ZE 2184-3;2;1;0;;38;38;;0
2846;Le Roy, Jean David;"Le Roy, Jean David: Les ruines dees plus beaux monuments de la  Grèce. Paris 1758 in fol. 2. Aufl. Paris 1770. 
";Lydakis;1;1;0;;255;0;;0
2847;Porsius, Henricus;Porsius, Henricus: Historia belli Persici, gesti inter Murathem III. Turcarum, et Mehemetem Hodabende, Persarum Regem, breviter ac verè conscripta. Frankfurt 1583, 35p. ;Byz. Sem. MS D II, 4;1;1;0;;255;0;;0
2848;Didot, Ambrosius Firmin;"Didot, Ambrosius Firmin: Reisebericht von Tegea bis Lacedämon, und von dieser Stadt an bis nach Olympia. In: Pouqueville, Francois Charles Hugues Laurent: Reise durch Griechenland,... ; übers. u. mit Anm. hrsg.  v. F. C. L. Sickler, Bd. II, 2, Meiningen 1825, 135-151. 
";Kopie HiLanG;2;3;0;;61;67;;0
2849;Almosnino, Moses;"Almosnino, Moses: Extremos y grandezas de Constantinopla compuesto por Rabi Moysen Almosnino, Hebreo. Traducido por Jacob Cansino.  Madrid 1638. 
";"";1;1;0;;18;18;;0
2850;Angiolello, Gian Maria;"Angiolello, Gian Maria: Edition de J. -M. Angiolello (1452-1525).  Bd. I: Ses manuscrits inédits publiés et annotés, 
hrsg. von J. Reinhard. Besançon 1913. 
";"";1;1;0;;18;18;;0
2851;Anonymus;"Anonymus: E. Ziebarth, Ein griechischer Reisebericht des 15. Jahrhunderts. AM 24 (1899), 72-88. 
(= Mailand, Bibliotheca Ambrosiana, cod. C61 inf. )
";MS Arch. Sem. ;2;1;0;;55;74;;0
2852;Baudier, Michel;Baudier, Michel: Histoire génerale du Serrail et de la Cour du Grand Seigneur Empereur des Turcs. In: Laonicus chalcondyle,  Histoire génerale des Turcs, traduite de Blaise de Vigenaire, avec des Illustrations du mesme Autheur... Paris 1662, Bd. II. ;"";1;1;0;;18;18;;0
2853;Betzek, Jakob von;"Betzek, Jakob von: Gesandtschaftsreise nach Ungarn und in die Türkei im Jahre 1564/ 65, hrsg. v. K. Nehring. o. O. 1979. 
";"";1;1;0;;18;18;;0
2854;Bouilleaud, Ismael;"Bouilleaud, Ismael: Ismael Bullialdus im Kommentar zu seiner Editio princeps von: Ducas Michael Nepos, Historia Byzantina. Corpus Byzantinae Historiae XV. Paris 1649. 
";"";1;1;0;;18;18;;0
2855;Brandstetter, Maximilian;"Brandstetter, Maximilian: Edition des Reiseberichts nach Cod.  Monac. Cgm 1277. In: K. Mehring, Adam Freiherrn von Hebersteins  Gesandtschaft nach Konstantinopel. Ein Beitrag zum Frieden von  Zsitvatorok 1606. o. O. 1983. 
";"";1;1;0;;18;18;;0
2856;Filelfo, Francesco;"Filelfo, Francesco: Episolae Francisci Filelfi ex originario exemplari transumptae, hrsg. v. Th. Anshelm. Pforzheim 1506. 
";"";1;1;0;;18;18;;0
2857;Garzoni, Constantino;"Garzoni, Constantino: Bericht in: E. Alberi, Relazioni degli Ambasciatori Veneti al Senato, ser. III vol. I. 1840. 
";"";1;1;0;;18;18;;0
2858;Gédoyn, Louis;"Gédoyn, Louis: Journal et correspondance de Gédoyn ""le Turc"", consul de France à Alep 1635-1625. Nach dem handschriftlichen Tagebuch Paris BN ms. Franç. 5643. n. hrsg. v. A. Boppe. 1909
";"";1;1;0;;18;18;;0
2859;Grüneweg, Martin;"Grüneweg, Martin: Handschrift in Gdansk, Biblioteka Polskiej Akad.  Nauk, MS 1300 (unpubliziert). 
";"";1;1;0;;18;18;;0
2860;Kiechel, Samuel;"Kiechel, Samuel: Die Reisen des Samuel Kiechel aus drei Handschriften hrsg. v. K. D. Haßler. Bibliothek des litterarischen Vereins in Stuttgart LXXXVI (1866). 
";"";1;1;0;;18;18;;0
2861;Lescalopier, Pierre;"Lescalopier, Pierre: Le voyage de Pierre Lescalopier ""Parisien"" de Venise à Constantinople, l'an 1574, hrsg. v. E. Cleray. Revue d'histoire diplomatique 31 (1921), 21-55. 
";"";1;1;0;;18;18;;0
2862;Mocenigo, Luigi;"Mocenigo, Luigi: Beschreibung in: I Diarii di Marino Sanuto XXV (1889), 273. 
";"";1;1;0;;18;18;;0
2863;Mocenigo, Tommaso;Mocenigo, Tommaso: Brief des Tommaso Mocenigo an seinen Bruder vom 14. 6. 1530. In: I Diarii di Marino Sanuto LIII (1899), 447-452.  ;"";1;1;0;;18;18;;0
2864;Mundy, Peter;"Mundy, Peter: The Travels of Peter Mundy, in Europe and Asia 1608 - 1667. Bd. 1: Travels in Europe 1608-1628, hrsg. v. R. Carnac
Temple. o. O. 1907. 
";"";1;1;0;;18;18;;0
2865;Pigafetta, Marc'Antonio;"Pigafetta, Marc'Antonio: Itinerario di Marc'Antonio Pigafetta gentil'huomo vicentino. London 1585. 
";"";1;1;0;;18;18;;0
2866;Pitton de Tournefort, J.;"Pitton de Tournefort, J.: s. Tournefort, J. Pitton de
";"";5;1;0;;255;0;;0
2867;Dapper, Olfert;Dapper, Olfert: Naukerige Beschriyving der Eilanden, in de Archipel der Middelantischen Zee, in en ontrent dezelve, gelegen: waer onder de voornaemste Cyprus, Rhodos, Kandien, Samos, Scio, Negroponte, Lemnos,  Paros, Delos, Patmos, en anderen, in groten getale... , verrikt met...  karten en afbeeldingen etc. Amsterdam 1688. (BLC Bde. 76 502). ;Dortmund 58/ 9205;2;2;0;;18;99;;0
2868;Leake, William Martin;"Leake, William Martin: Travels in Northern Greece. 4 Bde. London 1835.  
";UB Freiburg;3;1;0;;255;0;;2
2869;Leake, William Martin;"Leake, William Martin: Travels in the Morea. With a map and plans.  3 Bde+ Suppl. -Bd. London 1830, 6 maps. 
Reprint: Amsterdam 1968. 
";UB Freiburg;3;1;0;;255;0;;4
2870;Dodwell, Edward;"Dodwell, Edward: Classische und topographische Reise durch Griechenland während der Jahre 1801, 1805 und 1806. Übersetzt und mit Anmerkungen herausgegeben von F. R. L. Sickler. Bd. 2 Meiningen 1821.  
";"";1;3;0;;255;0;;4
2871;Klenze, Leo von;"Klenze, Leo von: Pläne der Neustadt von Athen (Ottonopolis), in:  Der Korrespondent von und für Deutschland 1836, 132ff. 
";Lydakis;1;2;0;;55;58;;0
2872;Locatelli, Alessandro;"Locatelli, Alessandro: Raconta historico della veneta guera in Levante ... Colonia 1691. 
";Lydakis;1;1;0;;255;0;;0
2873;Vincent, Bory de St.;"Vincent, Bory de St.: Relation du voyage de la commission scientifique de Morée dans le Pélopnnèse, les Cyclades et l'Attique.  2 Bde. Paris-Straßburg 1836-1838. 
";Lydakis;1;1;0;;255;0;;0
2874;A. G.;A. G.: Notes de voyage. Cosne 1859, 162p. ;Gen: GT 1143(I, 560);1;1;0;;18;58;;0
2875;Pückler-Muskau, Hermann von;"Pückler-Muskau, Hermann von: Südöstlicher Bildersaal II-III. Griechische Leiden. 
Neuausgabe Frankfurt 1981, 371p. 
";MS UB 23982;3;1;0;;51;70;;2
2876;Schweiger-Lerchenfeld, Amand Frh. von;"Schweiger-Lerchenfeld, Amand Frh. von: Griechenland in Wort und Bild.  Eine Schilderung des hellenischen Königreiches. Reprint Kettwig  1992 (Originalausgabe Leipzig 1887), ix+212p. 
";Katzanakis;2;1;0;;39;74;;0
2877;Adrichomius, Christiaan;Adrichomius, Christiaan: Theatrum terrae sanctae et biblicarum historiarum cum tabulis geographicis acre expressis. o. O. o. J. , x+286p. ,  26p. , index. ;UB MS 48 Fol. 21;4;1;0;;255;0;;0
2878;Andersen, Hans Christian;Andersen, Hans Christian: Sämtliche Werke. Bd. III: Eines Dichters Bazar. Leipzig o. J. , 320p. +vii. ;UB MS 48: 45, 3;2;1;0;;18;58;;0
2879;Barth, Hermann;"Barth, Hermann: Konstantinopel. Leipzig u. Berlin 1901, 201p. 
(= Berühmte Kunststätten 11)";UB MS k1 44-11;2;1;0;;18;28;;0
2880;Cesnola, Louis Palma di;Cesnola, Louis Palma di: Cypern, seine alten Städte, Gräber und Tempel. Bericht über zehnjährige Forschungen und Ausgrabungen auf der  Insel. Autorisierte deutsche Bearbeitung von Ludwig Stern. Jena  1879, xviii+442p. über 600 Tafeln. 2 Karten;UB MS 47: 5652;2;1;0;;99;99;;0
2881;Bérard, Victor;Bérard, Victor: Le Sultan, l'Islam et les puissances Constaninople,  la Mecque, Bagdad. Avec 2 cartes hors texte. Paris 1907, vi+443p. ;UB MS 3E41815;4;1;0;;255;0;;0
2882;Contarini, Ambrogio;Contarini, Ambrogio: The Travels of the Magnificent M. Ambrosio Contarini. In: Travels to Tana and Persia by Josafa Barbaro and Ambrogio Contarini. Engl. Übersetzung aus dem Ital. , hrsg. v. Lord Stanley  of Alderlin. ND New York 1973, 107-171. ;UB MS 3G21723;4;1;0;;255;0;;0
2883;Breydenbach, Bernhard von;"Breydenbach, Bernhard von: Die Reise ins Heilige Land. Ein Reisebericht aus dem Jahre 1483 mit 17 Holzschnitten, 5 Faltkt. u. 6 Texts.  in Faks. der dt. Ausgabe vom 21. Juni 1486, übertr. u. mit einem Nachwort vers. von E. Geck. veränd. u. erw. Aufl. Wiesbaden 1977, 56p. 
";UB MS 3G8908;4;1;0;;255;0;;0
2884;Ziebarth, Erich;Ziebarth, Erich: Agrinion und seine Umgebung. In: Hellas-Jahrbuch  1930, 42-46. ;Kopie Hilang MS;2;1;0;;48;48;;0
2885;Chateaubriand, François Réne (Vicomte) de;Chateaubriand, François Réne (Vicomte) de: S. Chateaubriand, Francois Auguste Comte de. ;"";5;3;0;;255;0;;7
2886;Coronelli, P. M.;"Coronelli, P. M.: s. Coronelli, Vincenzo Marco. 
Verweis. 

";"";5;3;0;;255;0;;4
2887;Didot, Ambroise Firmin;"Didot, Ambroise Firmin: s. Didot, Ambrosius Firmin. 
Verweis. ";"";5;3;0;;255;0;;6
2888;Calergi, Antonio;Calergi, Antonio: Creta nel Duecento dai commentari di Antonio Calergi, cronista veneziano del secolo XVI, hrsg. v. R. Borgis.  Quaderni medievali 28 (1989), 63-95. ;Chaniotis;1;1;0;;255;0;;0
2889;Bottmer, Heinz;Bottmer, Heinz: Kreta in Vergangenheit und Gegenwart, hrsg. v. L. Woerl.  Leipzig 1899. ;Chaniotis;1;1;0;;255;0;;0
2890;Bürchner, Ludwig;Bürchner, Ludwig: Die Bevölkerungszahl der Insel Kreta. Münchener Allgemeine Zeitung 1903, no. 10. ;Chaniotis;1;1;0;;255;0;;0
2891;Combes, Paul;Combes, Paul: L'ile de Crète. Étude géographique, historique, politique et économique. Paris 1897. ;Chaniotis;1;1;0;;255;0;;0
2892;Vivonne, Maréchal de;Vivonne, Maréchal de: Correspondance du Maréchal de Vivonne relative à l'expédition de Candie (1669), hrsg. v. Jean Cordey. Paris 1669. ;Chaniotis;1;1;0;;255;0;;0
2893;Grand-Carter, John;Grand-Carter, John: La Crète devant l'image. Paris 1897. ;Chaniotis;1;1;0;;255;0;;0
2894;Kalemenopoulos, N.;Kalemenopoulos, N.: Kretiká. Étoi topographía kaì odoiporikòn tês nésou Krétes. Athen 1894. ;Chaniotis;1;1;0;;255;0;;0
2895;Newcomb, Th.;Newcomb, Th.: The City of Candia with all its Fortifications,  Retrenchments, Galleries and Countermines Exactly Represented.  London 1669. ;Chaniotis;1;1;0;;90;90;;0
2896;Papadaki, E.;Papadaki, E.: Die Insel Candia mit Karte. Petersburg 1867. ;Chaniotis;1;1;0;;255;0;;0
2897;Pauli, G.;Pauli, G.: Drei Wochen auf Kreta. In: Ausland 18-20 (1875). ;Chaniotis;1;1;0;;255;0;;0
2898;Postlethwaite, Edward;Postlethwaite, Edward: Tour in Crete During the Insurrection. London 1867. ;Chaniotis;1;1;0;;255;0;;0
2899;Anonymus;Anonymus: Les antiquités crétoises vues un voyageur polonais au XVIe siècle, hrsg. v. Bogdan Rutkowski. BCH 92 (1968), 85-96. ;Chaniotis;1;1;0;;255;0;;0
2900;Stavrakis, N.;Stavrakis, N.: Statistikè toû plethusmoû tês Krétes metà diafóron geographikôn, istorikôn, archaiologikôn ktl. eidéseon perì tês nésou. Athen 1890. ;Chaniotis;1;1;0;;255;0;;0
2901;Apostolis, Michael;Apostolis, Michael: Archaiologikè periégesis eis Anatolikèn Kréten Michaèl Apostóli (1469), hrsg. v. Nikolaos Tomadakis. In: Armós.  Festschrift für N. K. Moutsopoulo. Thessalonike 1991, Bd. 3, 1895-1899. ;Chaniotis;1;1;0;;255;0;;0
2902;Bourquelot, F. M.;Bourquelot, F. M.: Huit jours dans l'ile de Candie. Paris 1864. ;Chaniotis;1;1;0;;255;0;;0
2903;Merian, K.;Merian, K.: Das langbestrittene Königreich von Candia. Frankfurt  1670. ;Chaniotis;1;1;0;;255;0;;0
2904;Ballot, J.;Ballot, J.: Volontaire Francaise en Crète. Histoire de l'insurrection crétoise 1866. Paris 1868. ;Chaniotis;1;1;0;;255;0;;0
2905;Perrot, Georges;Perrot, Georges: L'île de Crète. Souvenirs de voyage. Revue des deux mondes 1864. Paris 1867. ;Chaniotis;1;1;0;;255;0;;0
2906;Katelous, G.;Katelous, G.: Carte de l'ile de Crète. Budapest 1868. ;Chaniotis;1;1;0;;255;0;;0
2907;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres complètes. 8 Bde. Voyage en Orient.  Paris 1845. Bd. 7+8: Reiseerinnerungen. 
";MS UB 47: 9448 KzK;2;1;0;;255;0;;7
2908;Lamartine, Alphonse de;"Lamartine, Alphonse de: Oevres complètes. 8 Bde. Voyage en Orient.  Paris 1845. Bd. 7: Reiseerinnerungen. 
";MS UB 47: 9448 KzK;2;1;0;;58;99;;7
2909;Ross, Ludwig;"Ross, Ludwig: Reisen des Königs Otto und der Königin Amalie in Griechenland. Hrsg. u. gesammelt von  Ludwig Ross. 1. Bd. Halle 1848, xix+ 256p. 
";MS Hist. Sem. M 185;2;1;0;;42;78;;0
2910;Lamartine, Alphonse de;"Lamartine, Alphonse de: Souvenirs, impressions, pensées et paysages pendant un voyage en Orient (1832-1833), ou, notes d'un voyageur 2 Bde in 1. Nov. Edition (3. Aufl. )Stuttgart 1839, x+285p. +360p.  Weitere Auflage: Bruxelles 1838. 
";MS UB 47: 4512;2;1;0;;58;99;;0
2911;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. I, 1. 
";MS Pri. Sem. M *8 17;1;1;0;;33;80;;0
2912;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. I, 2. 
";MS Pri. Sem. M *8 17;1;1;0;;18;30;;0
2913;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. I, 3. 
";MS Pri. Sem. M *8 17;2;1;0;;18;43;;0
2914;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. II, 1. 
";MS Pri. Sem. M *8 17;2;1;0;;52;99;;0
2915;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. II, 2. 
";MS Pri. Sem. M *8 17;2;1;0;;255;0;;0
2916;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. II, 3. 
";MS Pri. Sem. M *8 17;2;1;0;;255;0;;0
2917;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. III, 1. 
";MS Pri. Sem. M *8 17;2;1;0;;255;0;;0
2918;Michaud, Joseph und Poujoulat, J.;"Michaud, Joseph und Poujoulat, J.: Correspondance d'Orient. 3 Bde.  Bruxelles 1841. Bd. III, 2. 
";MS Pri. Sem. M *8 17;2;1;0;;99;99;;0
2919;Biddle, Nicholas;Biddle, Nicholas: Nicholas Biddle in Greece. The Journals and Letters of 1806, hrsg. v. R. A. McNeal, University Park 1993. ;Kopie HiLanG;1;1;0;;255;0;;0
2920;Hahn, Reinhold;Hahn, Reinhold: Sommertage in Griechenland. Reiseerinnerungen. Hagen i. W. 1908. Beilagen. ;MS UB BB 575-1908a;1;1;0;;255;0;;0
2921;Pfeiffer, Ida;Pfeiffer, Ida: Reise einer Wienerin in das Heilige Land. Hrsg. u.  bearb. v. L. Plakolb. ND Stuttgart 1969. 326p. 2 Karten. ;MS SAG;2;2;0;;18;99;;0
2922;Mislin, Jacob;Mislin, Jacob: Die heiligen Orte: Pilgerreise nach Jerusalem, von Wien nach Marseille, durch Ungarn, Slavonien, die Donaufürstenthümer Constantinopel, den Archipelagus, den Libanon, Syrien, Alexandrien,  Malta und Sizilien. 1. Bd. Wien 1860, LII+658p;UB Düss. ;2;1;0;;18;99;;0
2923;Mislin, Jacob;Mislin, Jacob: Die heiligen Orte: Pilgerreise nach Jerusalem, von Wien nach Marseille, durch Ungarn, Slavonien, die Donaufürstenthümer, Constantinopel, den Archipelagus, den Libanon, Syrien,  Alexandrien, Malta und Sizilien. 2. Bd. 689p. 3. Bd. 698p. ;UB Düss. ;4;1;0;;255;0;;0
2924;Clarke, Edward Daniel;"Clarke, Edward Daniel: Voyages en Russie, en Tartarie et en Turquie.  3Bde, Paris 1813. 
";Pan      ;1;3;11;;255;0;;0
2925;Bruce, Thomas;"Bruce, Thomas: Antiquités grecques ou Notice et Memoire sur les  Recherches faites en Gréce dans l'Ionie et dans l'Archipel Grec.  Bruxelles 1820 , 92 p. 
";Pan     ;1;3;11;;255;0;;0
2926;Botta, Carlo Giuseppe;"Botta, Carlo Giuseppe: Storia naturale e medica dell'isola di Corfù.  2 Bde. Mailand 1823. 
(= Bibliotheca scelta di opere italiane antiche e moderna )";Pan;1;1;11;;255;0;;0
2927;Le Bas, Philippe;"Le Bas, Philippe: Voyage archéologique en Grèce et en Asie mineure fait par ordre du gouvernement français pendant les années 1843 et 1844. Avec la coopération d'Eugène Landron. 1. Bd. Paris 1847/ 48, 40p.  Und: Paris 1853. 
";MS UB 1B303  As. Min;1;1;0;;65;65;;0
2928;Botta, Carlo Giuseppe;"Botta, Carlo Giuseppe: Storia naturale e medica dell'isola di Corfù.  2 Bde. Milano 1799. 
";Pan;1;1;11;;255;0;;0
2929;Frizon, Nicolas;"Frizon, Nicolas: Voyages d'un missionaire de la Compagnie de Jesus,  en Turquie, en Perse, en Armenie, en Arabie, et en Barbarie. 
Paris 1730, viii+648p.  
";Pan            ;1;1;11;;255;0;;0
2930;Hill, Aaron;"Hill, Aaron: A full and just account of the present state of the  Ottoman Empire in all its branches: with the government and  policy, religion, customs and way of living of the Turks in general.  London 1733. 
";Pan;1;1;11;;255;0;;0
2931;Porter, James;"Porter, James: Turkey, its History and Progress ; from the journal and correspondence of Sir James Porter. 2 Bde, London 1854.  ";Pan;1;1;11;;255;0;;0
2932;Hill, Aaron;"Hill, Aaron: A full and just account of the present state of the  Ottoman Empire in all its branches: with the government and  policy, religion, customs and way of living of the Turks in general.  London 1709. 
";Pan;1;1;11;;255;0;;0
2933;Veryard, Ellis;Veryard, Ellis: An account of divers choice remarks, as well geographical, historical, political, mathematical, physical and moral.  London 1701, xii+369+22p. ;Pan               ;1;1;11;;255;0;;0
2934;Le Bas, Philippe;"Le Bas, Philippe: Voyage archéologique en Grèce et en Asie mineure fait par ordre du gouvernement français pendant les années 1843 et 1844. Avec la coopération d'Eugène Landron. 2. Bd. Paris 1847/ 48, 72p.  Und: Paris 1853. 
";MS UB 1B303  As. Min;2;1;0;;43;74;;0
2935;Shaw, Thomas;"Shaw, Thomas: Travels or observations relating to several parts  of Barbary and the Levant. London 1757, xviii+513p. 
";Pan  ;1;1;11;;255;0;;0
